Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,Referral Score,,
388,Software,24,0,2,Yes,Diplomat,4,1.94,57000,9,0,1
389,Software,39,1,2,Yes,Diplomat,0,2.06,57200,5,0,1
390,Hardware,61,0,1,Yes,Diplomat,2,2.92,105000,6,0,1
391,Software,41,1,9,Yes,Explorer,1,1.77,65800,8,0,1
392,Software,37,1,1,Yes,Diplomat,4,2.99,80600,7,0,1
393,Software,46,1,1,Yes,Diplomat,5,3.27,92800,10,0,1
394,Hardware,40,0,12,Yes,Explorer,2,2.09,121000,10,0,1
395,Software,43,1,1,Yes,Explorer,4,1.6,93400,8,0,1
396,Software,56,1,1,Yes,Sentinel,3,3.9,59800,6,0,1
397,Hardware,26,0,7,Yes,Explorer,1,4,107000,8,0,1
398,Software,32,1,2,No,Diplomat,3,2.66,60600,6,0,1
399,Hardware,38,0,1,Yes,Sentinel,3,2.83,74000,5,0,1
400,Software,49,1,1,Yes,Diplomat,0,3.3,80200,10,0,1
401,Software,39,0,2,No,Diplomat,3,1.93,78000,6,0,1
402,Hardware,46,1,2,Yes,Sentinel,2,1.87,63800,3,0,1
403,Software,50,0,2,Yes,Sentinel,4,2.6,72000,10,0,1
404,Hardware,64,1,5,Yes,Explorer,2,2.25,69200,6,0,1
405,Software,47,0,3,Yes,Explorer,3,2.61,100000,9,0,1
406,Hardware,27,0,2,No,Analyst,3,3.04,59000,5,0,1
407,Software,31,0,1,Yes,Explorer,3,3.93,99000,7,0,1
408,Hardware,34,0,11,No,Explorer,5,3.14,91000,9,0,1
409,Software,23,0,6,Yes,Analyst,3,1.98,51000,7,0,1
410,Hardware,26,0,9,Yes,Diplomat,5,2.83,114000,10,0,1
411,Software,42,0,1,Yes,Explorer,4,3.52,73000,4,0,1
412,Hardware,30,0,1,No,Explorer,1,1.66,67000,4,0,1
413,Hardware,47,1,1,Yes,Explorer,5,2.42,91600,7,0,1
414,Software,54,0,1,No,Analyst,4,1.56,56000,4,0,1
415,Software,25,1,2,Yes,Sentinel,1,2.99,47000,5,0,1
416,Hardware,63,1,2,Yes,Explorer,1,3.18,52400,10,0,1
417,Software,54,0,2,Yes,Sentinel,2,1.77,76000,6,0,1
418,Hardware,42,0,2,Yes,Diplomat,1,2.09,83000,4,0,1
419,Hardware,40,1,11,Yes,Diplomat,0,3.74,50000,3,0,1
420,Software,43,0,2,Yes,Explorer,3,2.53,132000,7,0,1
421,Hardware,49,0,1,Yes,Diplomat,4,4,146000,9,0,1
422,Hardware,35,1,2,No,Diplomat,4,1.57,52000,6,0,1
423,Software,37,0,1,No,Diplomat,5,1.23,91000,6,0,1
424,Software,24,0,2,No,Explorer,2,2.65,42000,6,0,1
425,Hardware,32,0,2,Yes,Explorer,1,2.28,63000,7,0,1
426,Hardware,37,0,10,Yes,Explorer,2,1.22,56000,8,0,1
427,Hardware,62,1,5,Yes,Explorer,1,2.28,56600,5,0,1
428,Hardware,48,1,2,Yes,Diplomat,1,4,88400,10,0,1
429,Software,56,0,1,Yes,Explorer,1,2.84,85000,5,0,1
430,Software,50,1,7,Yes,Diplomat,3,3.79,125000,9,0,1
431,Software,56,1,6,Yes,Explorer,6,3.31,98800,10,0,1
432,Hardware,54,1,2,No,Explorer,5,3.67,74200,8,0,1
433,Software,24,1,6,Yes,Analyst,4,2.66,59200,5,0,1
434,Hardware,47,0,8,Yes,Explorer,2,3.15,77000,6,0,1
435,Software,21,0,2,Yes,Analyst,3,2.61,39000,4,0,1
436,Software,33,0,4,Yes,Explorer,0,2.07,56000,3,0,1
437,Software,25,1,2,No,Diplomat,4,3.58,65000,10,0,1
438,Software,35,1,2,Yes,Explorer,3,3.92,102000,10,0,1
439,Hardware,55,0,1,Yes,Explorer,2,3.35,105000,5,0,1
440,Hardware,37,0,2,Yes,Explorer,4,3.01,94000,5,0,1
441,Hardware,61,1,3,No,Explorer,2,2.25,51800,6,0,1
442,Software,28,1,1,Yes,Sentinel,5,3.6,83400,5,0,1
443,Hardware,59,1,5,No,Sentinel,0,1.53,36200,2,0,1
444,Software,24,1,4,Yes,Explorer,5,3.33,102200,8,0,1
445,Hardware,38,1,1,Yes,Explorer,2,1.43,59400,3,0,1
446,Hardware,60,0,1,Yes,Explorer,0,1.6,77000,6,0,1
447,Software,22,0,5,Yes,Sentinel,2,3.56,37000,4,0,1
448,Software,45,1,2,No,Analyst,4,2.98,54000,3,0,1
449,Software,41,0,1,No,Sentinel,5,2,85000,9,0,1
450,Software,25,0,8,Yes,Analyst,3,1.51,46000,4,0,1
451,Hardware,39,1,13,Yes,Explorer,3,2.07,66200,9,0,1
452,Software,29,1,2,Yes,Diplomat,4,2.14,71200,6,0,1
453,Hardware,42,1,2,Yes,Explorer,3,2.48,65600,7,0,1
454,Software,43,1,2,Yes,Diplomat,4,1.34,82400,4,0,1
455,Software,40,1,2,Yes,Explorer,4,2.64,76000,7,0,1
456,Software,28,0,2,Yes,Diplomat,4,2.34,91000,7,0,1
457,Software,47,1,1,Yes,Explorer,2,1.71,66600,4,0,1
458,Software,44,1,2,Yes,Explorer,1,2.48,53200,4,0,1
459,Software,51,0,8,No,Explorer,1,3.97,101000,6,0,1
460,Hardware,32,0,7,Yes,Analyst,2,3.19,75000,6,0,1
461,Software,53,0,2,No,Diplomat,5,1.8,86000,9,0,1
462,Software,38,0,2,Yes,Explorer,0,1.88,60000,6,0,1
463,Software,52,1,1,No,Explorer,1,1.31,53600,2,0,1
464,Software,52,0,2,Yes,Analyst,5,1.4,85000,5,0,1
465,Hardware,25,1,2,Yes,Sentinel,4,1.21,54000,3,0,1
466,Software,44,1,2,Yes,Analyst,3,2.93,67200,4,0,1
467,Hardware,37,0,1,Yes,Sentinel,5,1.81,65000,6,0,1
468,Software,30,1,1,Yes,Explorer,3,3.38,90000,7,0,1
469,Software,27,0,2,Yes,Explorer,4,3.42,100000,9,0,1
470,Software,29,0,5,Yes,Analyst,5,3.78,73000,9,0,1
471,Software,55,1,1,Yes,Explorer,5,3.38,72000,10,0,1
472,Software,45,0,2,Yes,Sentinel,0,1.62,36000,4,0,1
473,Hardware,50,1,7,Yes,Sentinel,2,2.08,54000,6,0,1
474,Hardware,60,1,2,Yes,Explorer,2,4,70000,7,0,1
475,Software,53,1,1,Yes,Diplomat,4,3.42,101400,10,0,1
476,Hardware,25,1,2,Yes,Diplomat,3,4,65000,6,0,1
477,Hardware,54,0,1,Yes,Analyst,4,1.33,55000,6,0,1
478,Hardware,29,0,7,Yes,Analyst,4,1.44,51000,5,0,1
479,Software,25,0,2,Yes,Diplomat,4,3.03,95000,9,0,1
480,Hardware,51,1,11,Yes,Explorer,0,3.59,67800,8,0,1
481,Software,51,0,1,Yes,Explorer,3,3.29,77000,9,0,1
482,Hardware,33,0,1,No,Diplomat,5,2.93,90000,9,0,1
483,Software,32,0,2,Yes,Diplomat,2,2.47,61000,9,0,1
484,Software,41,0,2,Yes,Explorer,1,1.89,64000,3,0,1
485,Hardware,56,0,2,Yes,Explorer,1,2.62,84000,4,0,1
486,Software,52,0,2,Yes,Explorer,4,1.87,95000,6,0,1
487,Hardware,28,1,2,Yes,Analyst,1,1.56,44400,4,0,1
488,Hardware,50,1,2,No,Explorer,3,2.67,67000,8,0,1
489,Hardware,39,1,3,Yes,Diplomat,4,3.3,92200,9,0,1
490,Software,28,0,2,Yes,Analyst,2,2.1,52000,5,0,1
491,Hardware,27,1,7,No,Diplomat,2,2.01,47600,6,0,1
492,Software,26,0,2,No,Explorer,2,1.6,44000,5,0,1
493,Software,50,1,10,Yes,Diplomat,2,1.4,80000,8,0,1
494,Software,44,1,1,No,Diplomat,3,1.76,61200,6,0,1
495,Software,34,0,1,No,Analyst,4,2.83,47000,3,0,1
496,Software,36,0,1,No,Explorer,4,3.47,82000,8,0,1
497,Software,23,1,6,Yes,Explorer,0,2.44,47400,5,0,1
498,Hardware,55,0,2,Yes,Explorer,5,2.17,100000,8,0,1
499,Software,44,0,1,Yes,Explorer,1,2.58,86000,5,0,1
500,Hardware,57,0,1,No,Diplomat,5,4,113000,9,0,1
501,Hardware,41,1,4,Yes,Analyst,1,4,86800,6,0,1
502,Hardware,59,1,6,No,Explorer,3,1.99,63200,6,0,1
503,Hardware,56,1,5,Yes,Explorer,2,1.78,72800,7,0,1
504,Hardware,64,1,2,Yes,Explorer,4,1.85,58200,9,0,1
505,Hardware,25,0,1,Yes,Analyst,1,1.28,31000,3,0,1
506,Software,23,0,1,Yes,Diplomat,0,3.86,44000,8,0,1
507,Hardware,44,0,8,Yes,Sentinel,6,1.85,101000,7,0,1
508,Hardware,44,0,1,Yes,Diplomat,3,4,113000,10,0,1
509,Software,46,0,4,Yes,Explorer,3,3.36,92000,7,0,1
510,Hardware,41,1,2,Yes,Diplomat,5,2.19,65800,9,0,1
511,Software,42,0,3,Yes,Explorer,3,3.58,108000,7,0,1
512,Software,51,0,4,Yes,Diplomat,1,2.88,104000,8,0,1
513,Hardware,27,0,2,Yes,Explorer,1,1.31,43000,4,0,1
514,Software,54,0,2,Yes,Explorer,2,2.09,88000,7,0,1
515,Software,33,1,6,Yes,Explorer,3,3.28,131400,10,0,1
516,Hardware,63,1,1,No,Diplomat,3,3.75,74400,7,0,1
517,Hardware,36,1,1,Yes,Explorer,3,1.67,54800,6,0,1
518,Software,21,1,2,Yes,Diplomat,1,2.7,58800,7,0,1
519,Software,43,0,2,Yes,Analyst,2,2.97,61000,4,0,1
520,Software,23,1,3,Yes,Diplomat,1,3.84,51400,6,0,1
521,Software,28,1,2,Yes,Explorer,5,2.07,72400,7,0,1
522,Hardware,31,0,8,No,Sentinel,1,2.75,57000,6,0,1
523,Hardware,29,1,2,No,Explorer,5,2,68200,6,0,1
524,Hardware,41,1,1,Yes,Analyst,0,4,54800,4,0,1
525,Hardware,34,0,5,Yes,Diplomat,1,3.12,67000,7,0,1
526,Hardware,57,1,2,No,Explorer,1,1.9,42600,5,0,1
527,Software,40,0,2,No,Explorer,4,1.95,99000,9,0,1
528,Software,38,0,1,Yes,Diplomat,3,1.95,107000,6,0,1
529,Software,24,1,2,Yes,Explorer,6,1.61,79200,10,0,1
530,Software,40,1,2,Yes,Explorer,1,3.68,85000,6,0,1
531,Hardware,33,0,1,Yes,Explorer,2,3.07,63000,3,0,1
532,Hardware,28,0,5,Yes,Explorer,4,1.66,66000,8,0,1
533,Software,48,1,2,Yes,Explorer,5,2.78,115400,8,0,1
534,Hardware,42,0,2,Yes,Analyst,3,2.05,70000,5,0,1
535,Software,30,0,2,No,Diplomat,3,1.64,52000,6,0,1
536,Software,24,1,1,Yes,Diplomat,3,2.19,57200,5,0,1
537,Software,25,1,2,No,Explorer,1,1.6,41000,5,0,1
538,Software,55,1,2,Yes,Diplomat,2,2.58,74000,7,0,1
539,Hardware,58,0,2,Yes,Sentinel,2,1.84,52000,3,0,1
540,Hardware,26,0,1,Yes,Diplomat,5,2.73,75000,8,0,1
541,Hardware,38,0,9,Yes,Diplomat,4,2.92,79000,8,0,1
542,Software,41,0,4,Yes,Analyst,3,1.94,92000,4,0,1
543,Hardware,58,1,2,No,Explorer,2,3.99,73400,8,0,1
544,Software,39,0,1,Yes,Sentinel,3,2.06,56000,4,0,1
545,Software,56,0,1,Yes,Diplomat,2,2.03,58000,5,0,1
546,Hardware,28,0,1,Yes,Analyst,4,3.56,77000,8,0,1
547,Hardware,48,1,5,Yes,Diplomat,5,2.3,96400,8,0,1
548,Software,48,1,8,Yes,Diplomat,5,2.51,68400,7,0,1
549,Hardware,33,1,2,Yes,Sentinel,3,3.54,69400,7,0,1
550,Software,33,0,2,No,Explorer,0,2.61,54000,4,0,1
551,Software,35,0,1,Yes,Diplomat,2,1.64,91000,5,0,1
552,Hardware,42,0,1,Yes,Diplomat,5,3.38,77000,7,0,1
553,Software,43,0,1,No,Sentinel,1,3.87,52000,6,0,1
554,Hardware,25,1,1,Yes,Diplomat,2,2.75,63000,6,0,1
555,Hardware,47,0,2,No,Explorer,2,1.72,66000,4,0,1
556,Software,43,0,2,Yes,Sentinel,0,3.09,36000,2,0,1
557,Hardware,45,0,2,Yes,Explorer,4,2.36,110000,10,0,1
558,Software,40,1,1,Yes,Diplomat,4,3.91,86000,9,0,1
559,Software,56,0,2,Yes,Explorer,0,1.54,52000,3,0,1
560,Hardware,43,0,1,Yes,Diplomat,4,2.41,72000,7,0,1
561,Hardware,61,0,6,Yes,Explorer,0,4,91000,6,0,1
562,Hardware,48,1,1,Yes,Analyst,5,4,102400,10,0,1
563,Hardware,63,0,2,Yes,Diplomat,3,2.17,76000,8,0,1
564,Hardware,49,0,9,Yes,Analyst,0,1.32,49000,3,0,1
565,Hardware,61,0,7,Yes,Analyst,2,4,77000,7,0,1
566,Software,32,1,1,No,Sentinel,5,3.62,64600,4,0,1
567,Software,22,0,2,Yes,Explorer,2,2.28,57000,6,0,1
568,Software,44,1,1,Yes,Diplomat,2,3.53,84200,10,0,1
569,Software,36,1,1,Yes,Diplomat,5,2.39,106800,5,0,1
570,Hardware,62,0,2,Yes,Explorer,3,1.98,72000,7,0,1
571,Hardware,42,0,2,Yes,Explorer,5,1.97,87000,8,0,1
572,Hardware,61,0,5,Yes,Diplomat,3,3.01,69000,8,0,1
573,Software,43,0,2,Yes,Diplomat,2,3.95,77000,9,0,1
574,Hardware,44,1,8,No,Diplomat,0,3.68,58200,5,0,1
575,Hardware,31,0,1,Yes,Explorer,2,2.52,58000,8,0,1
576,Software,34,1,1,Yes,Explorer,2,1.49,77200,4,0,1
577,Software,27,0,1,Yes,Explorer,1,2.65,42000,3,0,1
578,Hardware,51,0,1,Yes,Diplomat,3,2.57,106000,9,0,1
579,Software,25,1,1,No,Diplomat,4,2.19,49000,5,0,1
580,Software,21,0,1,Yes,Sentinel,3,3.12,57000,3,0,1
581,Software,32,0,2,Yes,Analyst,5,3.67,56000,2,0,1
582,Software,24,1,2,Yes,Explorer,3,1.62,66200,7,0,1
583,Software,27,0,10,Yes,Diplomat,5,3.36,119000,9,0,1
584,Hardware,38,0,3,Yes,Sentinel,2,4,104000,5,0,1
585,Hardware,65,1,2,Yes,Explorer,0,3.1,74000,10,0,1
586,Software,41,0,1,No,Explorer,2,2.58,83000,7,0,1
587,Hardware,34,1,2,Yes,Diplomat,1,2.58,67200,7,0,1
588,Hardware,31,0,5,Yes,Explorer,2,3.15,73000,10,0,1
589,Hardware,39,1,10,Yes,Explorer,0,4,84200,9,0,1
590,Software,36,0,2,Yes,Diplomat,3,1.63,64000,6,0,1
591,Hardware,31,0,2,Yes,Explorer,3,3.47,85000,9,0,1
592,Software,39,0,1,Yes,Diplomat,1,3.56,75000,8,0,1
593,Hardware,38,0,2,Yes,Sentinel,1,2.27,57000,3,0,1
594,Software,23,0,1,Yes,Diplomat,3,2.36,47000,6,0,1
595,Software,32,0,1,Yes,Sentinel,4,3.78,74000,5,0,1
596,Hardware,35,1,7,Yes,Explorer,0,1.98,64000,6,0,1
597,Hardware,57,1,1,Yes,Explorer,4,3.02,116600,9,0,1
598,Software,35,1,2,Yes,Explorer,0,2.14,43000,4,0,1
599,Software,32,1,2,Yes,Diplomat,2,3.62,71600,8,0,1
600,Software,54,0,4,No,Analyst,1,2.26,33000,5,0,1
601,Hardware,46,0,3,Yes,Explorer,2,1.56,109000,7,0,1
602,Hardware,43,0,2,Yes,Explorer,5,3.43,89000,9,0,1
603,Hardware,59,0,2,Yes,Sentinel,2,2.47,50000,3,0,1
604,Software,56,0,2,Yes,Analyst,2,3.07,72000,4,0,1
605,Software,36,1,1,Yes,Sentinel,3,3.2,73800,5,0,1
606,Software,36,0,1,Yes,Analyst,0,3,32000,2,0,1
607,Hardware,32,0,1,Yes,Sentinel,1,2.05,54000,3,0,1
608,Software,54,0,6,Yes,Explorer,1,1.35,65000,6,0,1
609,Hardware,59,0,1,Yes,Explorer,4,2.96,85000,9,0,1
610,Hardware,27,0,2,Yes,Sentinel,2,3.75,45000,3,0,1
611,Software,55,0,1,Yes,Sentinel,0,3.8,61000,5,0,1
612,Hardware,45,0,1,Yes,Diplomat,3,3.54,108000,6,0,1
613,Software,25,1,2,Yes,Diplomat,1,2.2,59000,7,0,1
614,Hardware,59,0,2,No,Explorer,2,4,89000,9,0,1
615,Hardware,41,1,4,Yes,Diplomat,0,3.67,94800,8,0,1
616,Hardware,43,0,4,Yes,Explorer,4,3.19,116000,9,0,1
617,Software,23,1,2,Yes,Explorer,2,2.37,44400,5,0,1
618,Software,32,0,2,No,Diplomat,1,2.15,46000,4,0,1
619,Software,24,0,2,Yes,Diplomat,3,2.3,53000,4,0,1
620,Hardware,44,0,1,Yes,Explorer,4,4,150000,10,0,1
621,Hardware,63,0,1,Yes,Analyst,5,1.19,88000,4,0,1
622,Hardware,41,0,5,Yes,Sentinel,4,2.98,61000,4,0,1
623,Hardware,47,0,1,No,Analyst,2,4,62000,4,0,1
624,Software,40,0,4,Yes,Explorer,2,3.78,100000,10,0,1
625,Hardware,26,0,1,Yes,Diplomat,3,1.73,82000,7,0,1
626,Hardware,46,0,3,Yes,Explorer,1,3.84,82000,10,0,1
627,Hardware,61,1,5,Yes,Explorer,0,2.77,50800,3,0,1
628,Software,33,0,2,Yes,Diplomat,6,2.18,118000,9,0,1
629,Hardware,55,1,4,No,Diplomat,3,3.2,74000,8,0,1
630,Software,49,0,3,Yes,Explorer,3,2.06,84000,5,0,1
631,Hardware,27,0,6,Yes,Diplomat,3,1.34,61000,7,0,1
632,Software,53,0,2,Yes,Sentinel,2,2.96,73000,5,0,1
633,Hardware,43,1,11,Yes,Explorer,0,4,105400,9,0,1
634,Software,28,0,5,Yes,Diplomat,4,1.42,64000,7,0,1
635,Hardware,39,1,1,Yes,Diplomat,1,3.86,45200,3,0,1
636,Hardware,45,0,1,Yes,Explorer,2,3.6,115000,5,0,1
637,Software,40,0,2,Yes,Explorer,5,3.5,88000,7,0,1
638,Software,36,0,2,Yes,Explorer,5,2.23,92000,8,0,1
639,Software,31,1,1,Yes,Diplomat,3,2.19,82800,7,0,1
640,Software,55,1,3,Yes,Diplomat,2,3.62,78000,6,0,1
641,Hardware,29,1,1,Yes,Analyst,2,2.66,48200,3,0,1
642,Software,56,1,7,No,Explorer,0,2.5,39800,8,0,1
643,Hardware,25,0,3,Yes,Diplomat,5,4,99000,8,0,1
644,Hardware,29,1,4,Yes,Explorer,1,3,48200,5,0,1
645,Software,46,0,1,Yes,Explorer,1,3.4,77000,4,0,1
646,Software,27,0,7,No,Diplomat,1,2.51,61000,10,0,1
647,Hardware,27,0,2,Yes,Explorer,6,1.86,83000,6,0,1
648,Hardware,51,0,2,Yes,Diplomat,0,1.36,59000,2,0,1
649,Hardware,62,0,2,Yes,Diplomat,3,1.71,81000,7,0,1
650,Software,29,0,1,Yes,Sentinel,0,3.05,43000,3,0,1
651,Hardware,33,0,8,Yes,Diplomat,2,4,88000,7,0,1
652,Software,39,0,4,No,Explorer,5,2.62,93000,9,0,1
653,Software,40,0,2,Yes,Explorer,1,1.84,46000,4,0,1
654,Software,22,0,5,Yes,Sentinel,3,3.52,66000,6,0,1
655,Hardware,28,0,1,Yes,Analyst,1,2.36,43000,3,0,1
656,Software,42,1,2,No,Sentinel,3,2.69,74600,3,0,1
657,Software,47,0,2,Yes,Explorer,2,3.05,78000,7,0,1
658,Software,50,0,5,Yes,Analyst,4,3.88,115000,9,0,1
659,Software,21,1,2,No,Explorer,5,2.33,39800,5,0,1
660,Hardware,63,0,2,No,Diplomat,1,3.5,50000,6,0,1
661,Software,48,1,1,No,Sentinel,2,2.71,73400,4,0,1
662,Hardware,40,1,1,No,Diplomat,2,2.34,54000,7,0,1
663,Hardware,59,0,1,Yes,Explorer,4,3.06,108000,8,0,1
664,Software,43,0,2,Yes,Diplomat,1,3.85,80000,5,0,1
665,Hardware,49,0,1,No,Explorer,5,4,147000,8,0,1
666,Software,55,1,6,No,Sentinel,5,2.34,55000,8,0,1
667,Hardware,26,0,2,Yes,Diplomat,0,1.22,40000,3,0,1
668,Software,28,0,7,Yes,Explorer,1,3.48,64000,9,0,1
669,Software,38,1,2,Yes,Analyst,1,2.74,51400,4,0,1
670,Hardware,42,0,1,Yes,Explorer,2,2.63,73000,4,0,1
671,Software,53,0,2,Yes,Explorer,5,3.8,117000,8,0,1
672,Hardware,56,0,4,Yes,Diplomat,2,2.59,73000,4,0,1
673,Hardware,31,0,5,No,Sentinel,3,3.41,56000,6,0,1
674,Hardware,60,0,2,No,Explorer,1,3.18,64000,3,0,1
675,Software,51,0,1,Yes,Diplomat,1,3.71,60000,4,0,1
676,Hardware,40,1,1,Yes,Sentinel,1,1.55,63000,2,0,1
677,Software,51,1,1,Yes,Sentinel,3,3.68,72800,4,0,1
678,Hardware,29,0,4,Yes,Sentinel,1,1.96,48000,3,0,1
679,Hardware,35,1,2,Yes,Analyst,1,1.15,56000,4,0,1
680,Hardware,54,1,6,Yes,Explorer,2,1.73,88200,6,0,1
681,Software,37,0,4,Yes,Diplomat,4,3.79,124000,6,0,1
682,Software,55,1,3,Yes,Diplomat,2,1.62,55000,8,0,1
683,Software,27,0,1,Yes,Sentinel,1,3.1,47000,4,0,1
684,Hardware,40,0,1,Yes,Explorer,4,2.33,74000,8,0,1
685,Software,36,1,3,No,Analyst,0,3.88,55800,5,0,1
686,Software,22,0,5,Yes,Explorer,0,3.05,51000,6,0,1
687,Software,36,0,1,Yes,Sentinel,2,3.82,67000,4,0,1
688,Hardware,38,1,1,Yes,Analyst,2,3.31,60400,3,0,1
689,Hardware,53,0,1,Yes,Diplomat,0,3.71,80000,6,0,1
690,Hardware,43,0,1,No,Explorer,1,2.11,59000,4,0,1
691,Software,42,0,2,Yes,Diplomat,4,3.47,93000,9,0,1
692,Software,31,0,2,Yes,Sentinel,2,2.89,39000,5,0,1
693,Software,55,1,1,No,Diplomat,2,4,61000,5,0,1
694,Software,41,1,10,Yes,Explorer,3,2.48,69800,10,0,1
695,Hardware,30,1,1,Yes,Diplomat,4,3.82,70000,8,0,1
696,Software,31,0,2,Yes,Explorer,4,1.7,102000,9,0,1
697,Software,33,1,2,Yes,Diplomat,2,2.36,51400,4,0,1
698,Hardware,63,0,7,No,Diplomat,0,2.67,52000,6,0,1
699,Software,35,1,1,No,Diplomat,5,2.02,66000,9,0,1
700,Software,33,0,2,No,Analyst,0,2.59,57000,3,0,1
701,Hardware,63,0,11,No,Analyst,3,1.91,59000,5,0,1
702,Software,37,0,2,Yes,Sentinel,0,1.88,49000,5,0,1
703,Software,41,1,2,Yes,Sentinel,3,2.63,65800,4,0,1
704,Hardware,40,0,5,Yes,Explorer,4,2.35,105000,8,0,1
705,Hardware,30,0,2,Yes,Explorer,3,2.03,80000,9,0,1
706,Hardware,53,1,2,No,Diplomat,2,3.33,39400,7,0,1
707,Hardware,59,0,3,Yes,Diplomat,3,4,94000,9,0,1
708,Hardware,51,1,2,No,Explorer,2,3.75,79800,10,0,1
709,Hardware,40,0,2,Yes,Explorer,6,2.2,113000,8,0,1
710,Hardware,26,0,2,Yes,Explorer,3,2.77,99000,6,0,1
711,Hardware,53,1,1,Yes,Explorer,2,3.21,51400,5,0,1
712,Hardware,51,1,1,Yes,Sentinel,2,4,66800,4,0,1
713,Software,42,0,7,Yes,Explorer,2,1.59,91000,9,0,1
714,Hardware,28,1,2,Yes,Explorer,2,2.2,66400,9,0,1
715,Hardware,49,1,2,Yes,Analyst,0,2.43,43200,3,0,1
716,Hardware,31,0,2,Yes,Explorer,2,2.55,55000,7,0,1
717,Software,22,0,1,Yes,Explorer,3,1.38,64000,5,0,1
718,Hardware,34,0,1,Yes,Sentinel,4,2.33,69000,8,0,1
719,Software,56,0,2,Yes,Diplomat,2,2.22,73000,6,0,1
720,Software,30,1,2,Yes,Diplomat,3,2.19,93000,7,0,1
721,Software,32,0,2,Yes,Diplomat,0,2.48,50000,7,0,1
722,Software,56,1,2,Yes,Diplomat,5,2.96,80800,10,0,1
723,Software,52,0,2,Yes,Analyst,3,3.34,82000,7,0,1
724,Software,39,0,4,Yes,Diplomat,4,3.61,121000,9,0,1
725,Hardware,26,0,2,Yes,Diplomat,1,2.66,49000,4,0,1
726,Hardware,63,1,1,Yes,Analyst,3,3.18,65400,5,0,1
727,Hardware,36,0,8,Yes,Diplomat,5,3.09,130000,9,0,1
728,Hardware,36,0,4,No,Sentinel,2,1.33,49000,3,0,1
729,Software,45,0,2,Yes,Sentinel,1,1.44,43000,4,0,1
730,Hardware,60,1,3,No,Analyst,4,1.81,62000,5,0,1
731,Software,39,0,1,Yes,Explorer,3,3.64,68000,3,0,1
732,Hardware,62,1,1,Yes,Analyst,2,3.65,57600,6,0,1
733,Hardware,37,0,2,Yes,Diplomat,3,3.77,96000,9,0,1
734,Software,27,1,3,Yes,Sentinel,4,4,65600,8,0,1
735,Software,46,1,2,Yes,Explorer,1,3.52,73800,10,0,1
736,Software,42,1,9,Yes,Explorer,6,3.6,85600,8,0,1
737,Software,30,1,2,Yes,Diplomat,4,3.54,104000,9,0,1
738,Software,41,1,8,Yes,Explorer,4,2.96,87800,6,0,1
739,Hardware,34,0,2,Yes,Sentinel,1,3.5,70000,6,0,1
740,Software,30,0,1,No,Analyst,4,3.9,79000,6,0,1
741,Hardware,42,0,1,No,Explorer,3,2.28,64000,5,0,1
742,Software,29,1,1,No,Analyst,2,3.36,45200,4,0,1
743,Software,36,1,2,Yes,Explorer,4,2.77,95800,7,0,1
744,Hardware,47,1,1,Yes,Explorer,1,3.37,69600,6,0,1
745,Software,37,1,1,No,Explorer,4,2.36,63600,9,0,1
746,Software,56,0,2,Yes,Diplomat,3,2.61,67000,7,0,1
747,Software,44,0,1,Yes,Sentinel,1,2.64,55000,5,0,1
748,Software,36,0,1,Yes,Diplomat,2,3.59,84000,6,0,1
749,Software,26,0,2,Yes,Explorer,3,2.82,47000,6,0,1
750,Hardware,38,0,2,No,Sentinel,4,1.27,58000,4,0,1
751,Software,44,1,1,Yes,Diplomat,4,1.22,100200,5,0,1
752,Software,35,1,3,Yes,Diplomat,3,2.86,103000,8,0,1
753,Hardware,59,0,1,No,Diplomat,1,2.53,57000,3,0,1
754,Software,41,0,1,Yes,Explorer,4,1.74,83000,5,0,1
755,Hardware,60,1,2,Yes,Explorer,3,2.76,48000,5,0,1
756,Software,48,1,1,Yes,Diplomat,3,2.72,99400,5,0,1
757,Hardware,58,0,2,No,Diplomat,3,2.76,95000,7,0,1
758,Hardware,39,0,6,Yes,Explorer,2,2.1,113000,7,0,1
759,Software,41,0,6,Yes,Diplomat,6,2.65,170000,9,0,1
760,Hardware,62,1,1,Yes,Explorer,6,1.95,145600,9,0,1
761,Software,55,0,2,No,Analyst,3,2.17,54000,4,0,1
762,Software,56,1,7,Yes,Explorer,3,3.54,83800,9,0,1
763,Software,51,1,2,Yes,Explorer,5,3.9,79800,8,0,1
764,Software,35,1,1,Yes,Explorer,1,3.58,79000,5,0,1
765,Software,23,1,2,Yes,Diplomat,2,4,65400,6,0,1
766,Software,23,0,1,Yes,Explorer,2,1.65,50000,7,0,1
767,Hardware,50,0,2,No,Explorer,0,2.87,62000,6,0,1
768,Software,51,1,1,No,Analyst,1,2.75,46800,3,0,1
769,Software,48,1,2,Yes,Analyst,4,3.36,58400,3,0,1
770,Software,33,1,4,Yes,Explorer,2,2.68,64400,9,0,1
771,Software,38,0,2,Yes,Diplomat,5,3.35,109000,10,0,1
772,Software,43,1,1,Yes,Diplomat,0,2.49,45400,4,0,1
773,Hardware,58,0,5,Yes,Explorer,2,2.98,78000,8,0,1
774,Software,25,1,1,No,Diplomat,2,1.7,50000,5,0,1
775,Hardware,35,0,2,Yes,Explorer,1,2.62,64000,4,0,1
776,Software,49,1,2,Yes,Explorer,5,3.78,122200,9,0,1
